state,district,date,forecast_next_month,forecast_level,recommended_action
Tripura,South Tripura,2025-11-30,2156.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,South Tripura,2025-12-31,1270.3333333333333,Medium Demand,Extend working hours
Tripura,Unakoti,2025-03-31,4179.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Unakoti,2025-09-30,2597.5,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Unakoti,2025-10-31,1761.0,Medium Demand,Extend working hours
Tripura,Unakoti,2025-11-30,412.0,Low Demand,No action required
Tripura,Unakoti,2025-12-31,144.0,Low Demand,No action required
Tripura,West Tripura,2025-03-31,25610.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,West Tripura,2025-09-30,16727.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,West Tripura,2025-10-31,11446.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,West Tripura,2025-11-30,3358.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,West Tripura,2025-12-31,1447.0,Medium Demand,Extend working hours
Uttar Pradesh,Agra,2025-03-31,30914.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Agra,2025-05-31,32586.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Agra,2025-07-31,36169.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Agra,2025-09-30,36467.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Agra,2025-10-31,26122.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Agra,2025-11-30,13988.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Agra,2025-12-31,5860.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-03-31,36792.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-04-30,37316.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-07-31,38781.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-09-30,35735.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-10-31,24366.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-11-30,12084.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Aligarh,2025-12-31,5680.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Allahabad,2025-03-31,42536.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Allahabad,2025-09-30,41472.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Allahabad,2025-10-31,29079.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Allahabad,2025-11-30,16929.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Allahabad,2025-12-31,6362.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ambedkar Nagar,2025-03-31,16825.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ambedkar Nagar,2025-09-30,16735.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ambedkar Nagar,2025-10-31,11817.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ambedkar Nagar,2025-11-30,7202.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ambedkar Nagar,2025-12-31,2507.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amethi,2025-03-31,17916.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amethi,2025-09-30,16891.5,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amethi,2025-10-31,11737.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amethi,2025-11-30,6724.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amethi,2025-12-31,2692.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-03-31,15344.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-05-31,15809.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-07-31,15723.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-09-30,14762.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-10-31,9807.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-11-30,5613.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Amroha,2025-12-31,2766.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Auraiya,2025-03-31,13029.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Auraiya,2025-09-30,11085.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Auraiya,2025-10-31,7884.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Auraiya,2025-11-30,4117.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Auraiya,2025-12-31,2106.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ayodhya,2025-03-31,1503.0,Medium Demand,Extend working hours
Uttar Pradesh,Ayodhya,2025-09-30,1597.0,Medium Demand,Extend working hours
Uttar Pradesh,Ayodhya,2025-10-31,1148.0,Medium Demand,Extend working hours
Uttar Pradesh,Ayodhya,2025-11-30,807.3333333333334,Medium Demand,Extend working hours
Uttar Pradesh,Ayodhya,2025-12-31,537.6666666666666,Medium Demand,Extend working hours
Uttar Pradesh,Azamgarh,2025-03-31,32740.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Azamgarh,2025-09-30,31931.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Azamgarh,2025-10-31,22560.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Azamgarh,2025-11-30,13291.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Azamgarh,2025-12-31,5668.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Baghpat,2025-03-31,9280.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Baghpat,2025-04-30,9387.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Baghpat,2025-09-30,9460.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Baghpat,2025-10-31,6734.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Baghpat,2025-11-30,4266.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Baghpat,2025-12-31,1851.0,Medium Demand,Extend working hours
Uttar Pradesh,Baghpat *,2025-09-30,1.0,Low Demand,No action required
Uttar Pradesh,Bagpat,2025-09-30,4.0,Low Demand,No action required
Uttar Pradesh,Bagpat,2025-11-30,2.5,Low Demand,No action required
Uttar Pradesh,Bahraich,2025-03-31,37187.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bahraich,2025-09-30,31387.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bahraich,2025-10-31,21537.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bahraich,2025-11-30,11194.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bahraich,2025-12-31,5077.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ballia,2025-03-31,22742.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ballia,2025-09-30,23517.5,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ballia,2025-10-31,16495.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ballia,2025-11-30,10485.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Ballia,2025-12-31,4142.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Balrampur,2025-03-31,21379.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Balrampur,2025-09-30,16783.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Balrampur,2025-10-31,11737.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Balrampur,2025-11-30,5524.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Balrampur,2025-12-31,3179.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Banda,2025-03-31,17063.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Banda,2025-09-30,15491.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Banda,2025-10-31,10798.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Banda,2025-11-30,6354.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Banda,2025-12-31,2597.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-03-31,30545.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-06-30,24619.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-07-31,25123.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-09-30,23317.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-10-31,17763.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-11-30,10281.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bara Banki,2025-12-31,3308.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Barabanki,2025-09-30,891.0,Medium Demand,Extend working hours
Uttar Pradesh,Barabanki,2025-10-31,515.5,Medium Demand,Extend working hours
Uttar Pradesh,Barabanki,2025-11-30,444.3333333333333,Low Demand,No action required
Uttar Pradesh,Barabanki,2025-12-31,276.6666666666667,Low Demand,No action required
Uttar Pradesh,Bareilly,2025-03-31,38891.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-04-30,35472.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-05-31,34096.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-07-31,33496.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-09-30,34234.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-10-31,24861.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-11-30,15606.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bareilly,2025-12-31,8050.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Basti,2025-03-31,18864.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Basti,2025-09-30,17728.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Basti,2025-10-31,12288.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Basti,2025-11-30,6997.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Basti,2025-12-31,2964.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bhadohi,2025-03-31,3553.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bhadohi,2025-09-30,2382.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bhadohi,2025-10-31,1632.6666666666667,Medium Demand,Extend working hours
Uttar Pradesh,Bhadohi,2025-11-30,551.6666666666666,Medium Demand,Extend working hours
Uttar Pradesh,Bhadohi,2025-12-31,282.6666666666667,Low Demand,No action required
Uttar Pradesh,Bijnor,2025-03-31,35625.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-05-31,30834.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-06-30,31202.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-07-31,34253.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-09-30,34334.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-10-31,24798.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-11-30,13236.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bijnor,2025-12-31,7296.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Budaun,2025-03-31,31853.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Budaun,2025-09-30,27181.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Budaun,2025-10-31,19103.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Budaun,2025-11-30,10409.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Budaun,2025-12-31,5334.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahar,2025-09-30,97.0,Low Demand,No action required
Uttar Pradesh,Bulandshahar,2025-10-31,55.5,Low Demand,No action required
Uttar Pradesh,Bulandshahar,2025-11-30,47.0,Low Demand,No action required
Uttar Pradesh,Bulandshahar,2025-12-31,32.666666666666664,Low Demand,No action required
Uttar Pradesh,Bulandshahr,2025-03-31,41165.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-04-30,34266.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-05-31,31719.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-06-30,26145.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-09-30,25133.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-10-31,16947.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-11-30,10456.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Bulandshahr,2025-12-31,4211.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chandauli,2025-03-31,18840.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chandauli,2025-09-30,18160.5,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chandauli,2025-10-31,12695.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chandauli,2025-11-30,7764.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chandauli,2025-12-31,2720.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chitrakoot,2025-03-31,11265.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chitrakoot,2025-09-30,9773.5,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chitrakoot,2025-10-31,6677.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chitrakoot,2025-11-30,3470.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Chitrakoot,2025-12-31,1362.6666666666667,Medium Demand,Extend working hours
Uttar Pradesh,Deoria,2025-03-31,21219.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Deoria,2025-09-30,21764.5,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Deoria,2025-10-31,15208.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Deoria,2025-11-30,9551.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Deoria,2025-12-31,3946.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etah,2025-03-31,13025.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etah,2025-09-30,12857.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etah,2025-10-31,8919.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etah,2025-11-30,5462.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etah,2025-12-31,2384.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-03-31,13925.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-04-30,13441.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-05-31,12766.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-09-30,12517.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-10-31,8408.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-11-30,5186.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Etawah,2025-12-31,1666.6666666666667,Medium Demand,Extend working hours
Uttar Pradesh,Faizabad,2025-03-31,14498.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Faizabad,2025-09-30,14946.5,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Faizabad,2025-10-31,10394.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Faizabad,2025-11-30,6570.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Faizabad,2025-12-31,2475.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Farrukhabad,2025-03-31,11517.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Farrukhabad,2025-09-30,11764.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Farrukhabad,2025-10-31,8239.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Farrukhabad,2025-11-30,5604.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Farrukhabad,2025-12-31,2678.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Fatehpur,2025-03-31,24608.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Fatehpur,2025-09-30,21489.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Fatehpur,2025-10-31,15020.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Fatehpur,2025-11-30,8032.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Fatehpur,2025-12-31,3187.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-03-31,27517.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-04-30,27541.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-07-31,28020.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-09-30,24675.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-10-31,15837.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-11-30,8024.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Firozabad,2025-12-31,4037.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Gautam Buddha Nagar,2025-03-31,20867.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Gautam Buddha Nagar,2025-04-30,20356.0,High Demand,Deploy mobile Aadhaar van / add staff
Uttar Pradesh,Gautam Buddha Nagar,2025-05-31,21072.0,High Demand,Deploy mobile Aadhaar van / add staff
